0	0
0.14152	0
0.256084	0
0.346952	0
0.417102	0
0.469255	0
0.505881	0
0.529223	0
0.541302	0
0.543936	0
0.538754	0
0.527205	0
0.510576	0
0.489997	0
0.466459	0
0.440822	0
0.413825	0
0.386099	0
0.358176	0
0.330496	0
0.303418	0
0.277229	0
0.252151	0
0.228349	0
0.205937	0
0.184988	0
0.165536	0
0.147585	0
0.131114	0
0.116079	0
0.102424	0
0.0900769	0
0.0789602	0
0.0689901	0
0.0600806	0
0.0521461	0
0.0451027	0
0.0388701	0
0.0333722	0
0.0285383	0
0.0243025	0
0.020604	0
0.0173871	0
0.0146	0
0.0121956	0
0.0101307	0
0.00836572	0
0.00686479	0
0.00559532	0
0.00452781	0
0.00363571	0
0.00289516	0
0.00228482	0
0.00178569	0
0.00138094	0
0.00105572	0
0.00079699	0
0.000593411	0
0.000435145	0
0.000313736	0
0.000221974	0
0.000153759	0
0.000103987	0
6.8434e-05	0
4.36451e-05	0
2.68387e-05	0
1.58107e-05	0
8.84905e-06	0
4.65398e-06	0
2.26589e-06	0
9.99947e-07	0
3.8772e-07	0
1.258e-07	0
3.14382e-08	0
5.16235e-09	0
3.84507e-10	0
3.56446e-12	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
